css-175oi2r_href,css-9pa8cd_src,css-1jxf684,css-1jxf684_2,css-1jxf684_3,r-4qtqp9_src_2,css-1jxf684_4,css-175oi2r_href_4,css-9pa8cd_src_2,css-175oi2r_href_5,css-1jxf684_5,css-1jxf684_6,css-1jxf684_7,css-1jxf684_8,css-1jxf684_9,css-1jxf684_10,css-1jxf684_11,css-146c3p1_href,css-146c3p1,r-1p0dtai_src,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26,unnamed:_27,unnamed:_28
Brawijaya Menfess,https://x.com/yubifess,https://pbs.twimg.com/profile_images/1947289524062814208/qh5l_Puz_bigger.jpg,https://x.com/yubifess,@yubifess,·,21j,kemarin siapa yang nanyain,,https://x.com/yubifess/status/1958068184390492324,baso,aci,tapi belum kebagian? sekarang aku ada ready lagi,,,https://x.com/yubifess/status/1958068184390492324/photo/1,https://pbs.twimg.com/media/Gyx0oxCXoAArewi?format=jpg&name=900x900,,,"acinya untuk besok/lusa nih braw! harganya 5k-an/pcs nya. bisa diantar sampe depan kost ( minbel 3 gratis ongkir, beli di bawah itu ongkir 1-3k). yg minat rep, nanti tak dm",baso,,,2,,,https://x.com/yubifess/status/1958068184390492324/analytics,629,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,20 Agt,pas jaga icu jg ada umur 20 dah meninggal grgr ckd,https://abs-0.twimg.com/emoji/v2/svg/1f937-1f3fb-200d-2640-fe0f.svg,https://x.com/basoaci3ribu/status/1957964367695344079,,,lu pd atiati dah,https://abs-0.twimg.com/emoji/v2/svg/1f972.svg,https://abs-0.twimg.com/emoji/v2/svg/1f972.svg,https://x.com/hariantimeline/status/1957826310925066354/photo/1,https://pbs.twimg.com/media/GyuYpojbUAAT_6Z?format=jpg&name=900x900,,,Kutipan,Harian Timeline,@hariantimeline,19 Agt,1,,,https://x.com/basoaci3ribu/status/1957964367695344079/analytics,217,
yeye,https://x.com/yewoohye,https://pbs.twimg.com/profile_images/1934855430519574528/h2w7y1Ge_bigger.jpg,https://x.com/yewoohye,@yewoohye,·,18 Agt,,https://abs-0.twimg.com/emoji/v2/svg/1f60b.svg,https://x.com/yewoohye/status/1957328424529268970,baso,aci,#NAME?,,,https://x.com/yewoohye/status/1957328424529268970/photo/1,https://pbs.twimg.com/media/GynTzY1bQAAFu9X?format=jpg&name=small,https://x.com/yewoohye/status/1957328424529268970/photo/2,https://pbs.twimg.com/media/GynTzY1b0AAgPkw?format=jpg&name=small,,,,,1,9,,https://x.com/yewoohye/status/1957328424529268970/analytics,139,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,20 Agt,ih pgn ewe,,https://x.com/basoaci3ribu/status/1957981130210308103,,,,,,,,,,,,,,2,9,,https://x.com/basoaci3ribu/status/1957981130210308103/analytics,336,
Maxime,https://x.com/gagitutem,https://pbs.twimg.com/profile_images/1957560926846222336/142kM4je_bigger.jpg,https://x.com/gagitutem,@gagitutem,·,18 Agt,Bingung banget mau beli Pajero apa seblak,,https://x.com/gagitutem/status/1957317385553400039,baso,aci,,,,,,,,,,,,2,10,,https://x.com/gagitutem/status/1957317385553400039/analytics,1 rb,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,18 Agt,pgn 3s,,https://x.com/basoaci3ribu/status/1957262618231767509,,,,,,,,,,,,,,2,8,,https://x.com/basoaci3ribu/status/1957262618231767509/analytics,280,
Aya,https://x.com/ayastrophiile,https://pbs.twimg.com/profile_images/1795554157149253636/xfdXgIg5_bigger.jpg,https://x.com/ayastrophiile,@ayastrophiile,·,20-Feb-18,Makan,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,https://x.com/ayastrophiile/status/965989926826164224,Baso,aci,"nya udah beres. Mau gosok gigi terus bobo, tbtb flu terus pusing wkwk. Bersin-bersin terus dr tadi sore. Barusan bersin aku itungin nyampe 10x bersin tuh",https://abs-0.twimg.com/emoji/v2/svg/1f923.svg,https://abs-0.twimg.com/emoji/v2/svg/1f923.svg,,,,,"jaga kesehatan ya semua. Good night, sampe ketemu di Mimpi wkawka",,,,60,40,254,https://x.com/ayastrophiile/status/965989926826164224/analytics,,
GUIS,https://x.com/FOOD_FESS,https://pbs.twimg.com/profile_images/1475459335706726401/hqyNcS9F_bigger.jpg,https://x.com/FOOD_FESS,@FOOD_FESS,·,30-Jul,,https://abs-0.twimg.com/emoji/v2/svg/1f606.svg,https://x.com/FOOD_FESS/status/1950505932862996838,baso,aci,khas garut guis 11rb an aja keluar kota udh gratong lewat oren,https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg,,https://x.com/FOOD_FESS/status/1950505932862996838/photo/1,https://pbs.twimg.com/media/GxGWzzJXkAA5Mn4?format=jpg&name=900x900,,,garut,,Otomatis,,2,2,21,https://x.com/FOOD_FESS/status/1950505932862996838/analytics,3 rb,
rei◡̈,https://x.com/_yvngr_,https://pbs.twimg.com/profile_images/1957767889739739139/4AbHlt09_bigger.jpg,https://x.com/_yvngr_,@_yvngr_,·,19 Agt,Kirain teh,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/_yvngr_/status/1957814541594574938,baso,aci,,,,https://help.x.com/rules-and-policies/authenticity,https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg,https://x.com/_yvngr_/status/1957814541594574938/photo/1,https://pbs.twimg.com/media/GyuN8fvacAQN9xi?format=jpg&name=900x900,,,,,1,,,https://x.com/_yvngr_/status/1957814541594574938/analytics,244,
Riyan || Mumet Ver.,https://x.com/eseojoon,https://pbs.twimg.com/profile_images/1875173455869685760/bcHBtS1V_bigger.jpg,https://x.com/eseojoon,@eseojoon,·,18 Agt,yang mau,,https://x.com/eseojoon/status/1957367584996938033,baso,aci,plis jangan priv biar bisa di dm… atau langsung dm gue aja,https://abs-0.twimg.com/emoji/v2/svg/1f44a.svg,https://abs-0.twimg.com/emoji/v2/svg/1f60b.svg,https://x.com/yubifess/status/1957355768023294447/photo/1,https://pbs.twimg.com/media/GynssqaWsAApqNf?format=jpg&name=900x900,,,Kutipan,Brawijaya Menfess,@yubifess,18 Agt,1,,,https://x.com/eseojoon/status/1957367584996938033/analytics,267,
𝐑,https://x.com/RYABGL,https://pbs.twimg.com/profile_images/1921952448463450112/UN7MCWaY_bigger.jpg,https://x.com/RYABGL,@RYABGL,·,5 Agt,gak boleh sering2 tp lg pengeeeeen bgt,https://abs-0.twimg.com/emoji/v2/svg/1f972.svg,https://x.com/RYABGL/status/1952662236477989234,baso,aci,pangsit merconnn ini!!!,https://abs-0.twimg.com/emoji/v2/svg/1f606.svg,,https://x.com/RYABGL/status/1952662236477989234/photo/1,https://pbs.twimg.com/media/Gxk_8m-aUAA1Sym?format=jpg&name=900x900,,,,,,,2,,,https://x.com/RYABGL/status/1952662236477989234/analytics,146,https://abs-0.twimg.com/emoji/v2/svg/2b50.svg
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,18 Agt,tuhan kapan aku libur..,,https://x.com/basoaci3ribu/status/1957403741470269772,Gümiho.,@OHMYV3NUS,·,,,https://x.com/OHMYV3NUS/status/1957276968342508005/photo/1,https://pbs.twimg.com/media/GymlB4tasAA5nQu?format=jpg&name=900x900,https://help.x.com/rules-and-policies/authenticity,https://pbs.twimg.com/profile_images/1741656707472982016/4xRzh6cz_normal.png,Kutipan,Akun parodi,,18 Agt,,,,https://x.com/basoaci3ribu/status/1957403741470269772/analytics,209,
miw.,https://x.com/dearmyjunseo,https://pbs.twimg.com/profile_images/1932396884938854400/JbIq0V2d_bigger.jpg,https://x.com/dearmyjunseo,@dearmyjunseo,·,3j,Junseo tuh kayak,,https://x.com/dearmyjunseo/status/1958340568742015179,baso,aci,banget kenapa ya,,,,,,,,,,,2,,,https://x.com/dearmyjunseo/status/1958340568742015179/analytics,84,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,20 Agt,syp ya yg mw bantu keringin rambut ak,https://abs-0.twimg.com/emoji/v2/svg/1f61e.svg,https://x.com/basoaci3ribu/status/1957974747741917434,,,,,,,,,,,,,,2,,,https://x.com/basoaci3ribu/status/1957974747741917434/analytics,193,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,20 Agt,ily igd,,https://x.com/basoaci3ribu/status/1957851503898816969,,,,,,,,https://x.com/basoaci3ribu/status/1957851503898816969/photo/1,https://pbs.twimg.com/media/GyuvjWwaMAABj5C?format=jpg&name=medium,,,,,2,,,https://x.com/basoaci3ribu/status/1957851503898816969/analytics,201,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,20 Agt,WANGI,,https://x.com/basoaci3ribu/status/1957960968681803919,,,,,,https://x.com/basoaci3ribu/status/1957960968681803919/photo/1,https://pbs.twimg.com/media/GywTHPZbkAA2Nck?format=jpg&name=900x900,,,,,,,12,,,https://x.com/basoaci3ribu/status/1957960968681803919/analytics,197,
na,https://x.com/sleepywonderful,https://pbs.twimg.com/profile_images/1955129955861532677/bcHwtBYJ_bigger.jpg,https://x.com/sleepywonderful,@sleepywonderful,·,11 Agt,masak mie apa masak,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/sleepywonderful/status/1954907980270584159,baso,aci,yaa?,,,,,,,,,,,2,1,,https://x.com/sleepywonderful/status/1954907980270584159/analytics,121,
indy,https://x.com/ShfraIndy,https://pbs.twimg.com/profile_images/1956036943369920515/iCG4M8BE_bigger.jpg,https://x.com/ShfraIndy,@ShfraIndy,·,9 Agt,fix butuh,,https://x.com/ShfraIndy/status/1954061522021539894,baso,aci,wkwkwk,,,,,,,,,,,2,,,https://x.com/ShfraIndy/status/1954061522021539894/analytics,69,
Ciyya kemeng,https://x.com/fairyh0tt,https://pbs.twimg.com/profile_images/1855620959975186433/3uHQmXLp_bigger.jpg,https://x.com/fairyh0tt,@fairyh0tt,·,15j,karna gempa barusan gue mam,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/fairyh0tt/status/1958152771385119219,baso,aci,sangat ga tenang jd buru buru,,,,,,,,,,,,,,https://x.com/fairyh0tt/status/1958152771385119219/analytics,100,
sal,https://x.com/Salpanas_,https://pbs.twimg.com/profile_images/1857411498072846336/eRpzjlb6_bigger.jpg,https://x.com/Salpanas_,@Salpanas_,·,13j,,,https://x.com/Salpanas_/status/1958192478001213797,Baso,aci,@tanyarlfes,,,,,,,Kutipan,gilasih,@tokoIPstorage,23j,,,,https://x.com/Salpanas_/status/1958192478001213797/analytics,36,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,16 Agt,bingung bngt hrus makan apa,,https://x.com/basoaci3ribu/status/1956564328666320957,,,,,,,,,,,,,,2,,,https://x.com/basoaci3ribu/status/1956564328666320957/analytics,222,
R studio | comms open,https://x.com/tehtaerick,https://pbs.twimg.com/profile_images/1774814070392401920/KuSlvEIs_bigger.jpg,https://x.com/tehtaerick,@tehtaerick,·,7 Agt,,https://abs-0.twimg.com/emoji/v2/svg/1f924.svg,https://x.com/tehtaerick/status/1953418631800606905,Baso,aci,,,,,,https://x.com/tehtaerick/status/1953418631800606905/photo/1,https://pbs.twimg.com/media/Gxvv5G-a0AA_Utu?format=jpg&name=900x900,,,,,1,2,,https://x.com/tehtaerick/status/1953418631800606905/analytics,185,https://abs-0.twimg.com/emoji/v2/svg/2728.svg
,https://x.com/ezlifeel,https://pbs.twimg.com/profile_images/1937154670293651456/NJ7ZTMao_bigger.jpg,https://x.com/ezlifeel,@ezlifeel,·,3 Agt,,,https://x.com/ezlifeel/status/1952025026859008243,Baso,aci,"jam segini, nikmat bgt anget2, ga berani terlalu pedes wkwkw",,,https://x.com/ezlifeel/status/1952025026859008243/photo/1,https://pbs.twimg.com/media/Gxb8aCBaMAE_84P?format=jpg&name=900x900,,,,,,,1,1,1,https://x.com/ezlifeel/status/1952025026859008243/analytics,146,https://abs-0.twimg.com/emoji/v2/svg/1f337.svg
𝐓 𝐢 𝐟,https://x.com/speciallhuman,https://pbs.twimg.com/profile_images/1815904680960221184/mZga-z3-_bigger.jpg,https://x.com/speciallhuman,@speciallhuman,·,16 Agt,Berasa,,https://x.com/speciallhuman/status/1956557315517317240,baso,aci,", akrab bener dah kayanya sama cs",,,,,https://x.com/speciallhuman/status/1956557315517317240/photo/1,https://pbs.twimg.com/media/GycWgfLaMAA78ge?format=jpg&name=medium,,,,,1,,,https://x.com/speciallhuman/status/1956557315517317240/analytics,186,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,11 Agt,gue klo jdi si moko moko itu pasti mati muda,,https://x.com/basoaci3ribu/status/1954870524267376766,mupi - open dm cek profil,@moviemnfs,·,,,https://x.com/moviemnfs/status/1954513549369217405/photo/1,https://pbs.twimg.com/media/Gx_TtweWgAAvbuc?format=jpg&name=900x900,,https://pbs.twimg.com/profile_images/1310612935635476480/opijL-Yf_normal.jpg,Kutipan,Otomatis,,10 Agt,1,,,https://x.com/basoaci3ribu/status/1954870524267376766/analytics,227,
zahraa,https://x.com/coffeshopduarsa,https://pbs.twimg.com/profile_images/1956203734347706370/8vZtZaLC_bigger.jpg,https://x.com/coffeshopduarsa,@coffeshopduarsa,·,19 Agt,Yuu jajan,https://abs-0.twimg.com/emoji/v2/svg/25ab.svg,https://x.com/coffeshopduarsa/status/1957788450486382605,baso,aci,@coffeshopduarsa,https://abs-0.twimg.com/emoji/v2/svg/25ab.svg,https://abs-0.twimg.com/emoji/v2/svg/2728.svg,,,,,Kutipan,IVEE,@luckyyeasy,19 Agt,5,4,JASA KLIK QPON,https://x.com/coffeshopduarsa/status/1957788450486382605/analytics,294,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,17 Agt,ya aturan minggu minggu mah ewe brutal gasi...?,,https://x.com/basoaci3ribu/status/1957005925006684194,,,,,,,,,,,,,,1,4,,https://x.com/basoaci3ribu/status/1957005925006684194/analytics,214,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,10 Agt,kontol jawa gaada apa apanya dibanding kontol sulawesi,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/basoaci3ribu/status/1954465004687892853,𝔏𝔦𝔢𝔟𝔢,@synthreb3l,·,https://abs-0.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg,https://abs-0.twimg.com/emoji/v2/svg/1f43a.svg,https://x.com/synthreb3l/status/1954161753865998698/photo/1,https://pbs.twimg.com/media/Gx6TwXna8AAstIh?format=jpg&name=900x900,https://help.x.com/rules-and-policies/authenticity,https://pbs.twimg.com/profile_images/1956218122672988162/k-wivRMI_normal.jpg,Kutipan,Akun parodi,,9 Agt,9,,,https://x.com/basoaci3ribu/status/1954465004687892853/analytics,2 rb,https://abs-0.twimg.com/emoji/v2/svg/1f1f5-1f1f8.svg
#ppnaravit,https://x.com/phuwinjpg,https://pbs.twimg.com/profile_images/1952708885657292800/jJ8JO4ys_bigger.jpg,https://x.com/phuwinjpg,@phuwinjpg,·,16j,Kaya,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/phuwinjpg/status/1958149223188451337,baso,aci,geal geol,,,https://help.x.com/rules-and-policies/authenticity,https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg,,,#ปอนด์ภูวินทร์,0:14,#GMMTVOuting2025,Dari,1,,,https://x.com/phuwinjpg/status/1958149223188451337/analytics,427,https://abs-0.twimg.com/emoji/v2/svg/1f9da-1f3fb-200d-2640-fe0f.svg
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,15 Agt,kapan gue liburnya KONTOOOLLL,,https://x.com/basoaci3ribu/status/1956207348504281312,,,,,,,,,,,,,,1,,,https://x.com/basoaci3ribu/status/1956207348504281312/analytics,323,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,6 Agt,KOK UDAH DI JAWAB SIH DOK WKWKWKW,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/basoaci3ribu/status/1952955589451235595,,,,,,,,https://x.com/basoaci3ribu/status/1952955589451235595/photo/1,https://pbs.twimg.com/media/GxpKwjJawAI-Ays?format=jpg&name=medium,,,,,1,,,https://x.com/basoaci3ribu/status/1952955589451235595/analytics,276,
Apakah postingan ini relevan dengan pencarian Anda?,,,,Ya,Tidak,,,,,,,,,,,,,,,,,,,,,,,
#ppnaravit,https://x.com/phuwinjpg,https://pbs.twimg.com/profile_images/1952708885657292800/jJ8JO4ys_bigger.jpg,https://x.com/phuwinjpg,@phuwinjpg,·,16j,Kaya,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/phuwinjpg/status/1958149223188451337,baso,aci,geal geol,,,https://help.x.com/rules-and-policies/authenticity,https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg,,,#ปอนด์ภูวินทร์,0:03 / 0:16,#GMMTVOuting2025,Dari,1,,,https://x.com/phuwinjpg/status/1958149223188451337/analytics,427,https://abs-0.twimg.com/emoji/v2/svg/1f9da-1f3fb-200d-2640-fe0f.svg
LUCKY line,https://x.com/woonderous,https://pbs.twimg.com/profile_images/1918612232554041345/s41ajfhj_bigger.png,https://x.com/woonderous,@woonderous,·,15 Agt,Dede,https://abs-0.twimg.com/emoji/v2/svg/1f622.svg,https://x.com/woonderous/status/1956132471613087984,baso,aci,,,,,https://pbs.twimg.com/amplify_video_thumb/1955963535223296000/img/u870ht7GDmk-vjvZ.jpg,,,,,,Dari,,,,https://x.com/woonderous/status/1956132471613087984/analytics,97,
Kaii // Final Year Era,https://x.com/westyhayao,https://pbs.twimg.com/profile_images/1953832368269406210/kx9GEOcG_bigger.jpg,https://x.com/westyhayao,@westyhayao,·,20-Jun,Serius gue juga pernah liat di beranda aplikasi sopi gue ada yang jualan,,https://x.com/westyhayao/status/1935752939878126004,baso,Aci,"sampe 35 ribu brok. Mentang - mentang kemasannya pake sealed. 

Gue masih nyambung kalau maksimal 20 RB gitu ini harga segitu tapi cuman sekali makan dong tuh in this economy mikir2 bgt",,,,,,,,,,Membalas,1,1,550,https://x.com/westyhayao/status/1935752939878126004/analytics,12 rb,
Chan Moock,https://x.com/ChanMoock,https://pbs.twimg.com/profile_images/1800428694122725380/y7Hbop88_bigger.jpg,https://x.com/ChanMoock,@ChanMoock,·,20 Agt,"salah gasi kalo cowo suka seblak,",,https://x.com/ChanMoock/status/1958010719682851251,baso,aci,", cimol bojot?",,,,,,,,,,,2,1,,https://x.com/ChanMoock/status/1958010719682851251/analytics,37,
blueskyyyy,https://x.com/xlfrby,https://pbs.twimg.com/profile_images/1725559307478147072/SQ268ty9_bigger.jpg,https://x.com/xlfrby,@xlfrby,·,21j,,,https://x.com/xlfrby/status/1958060753623347676,baso,aci,@tanyarlfes,,,,,,,Kutipan,gilasih,@tokoIPstorage,23j,,,,https://x.com/xlfrby/status/1958060753623347676/analytics,2,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,18 Agt,jamal pertama di igd uwoo,,https://x.com/basoaci3ribu/status/1957402814550036975,,,,,,,,,,,,,,,,,https://x.com/basoaci3ribu/status/1957402814550036975/analytics,148,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,9 Agt,gue sbl bngt kalo ada pasien anak,,https://x.com/basoaci3ribu/status/1953864717644320806,,,,,,,,,,,,,,,,,https://x.com/basoaci3ribu/status/1953864717644320806/analytics,131,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,20 Agt,igd jgn rame dl ak mw ngopiii,,https://x.com/basoaci3ribu/status/1957858301787726164,,,,,,,,,,,,,,1,,,https://x.com/basoaci3ribu/status/1957858301787726164/analytics,142,
