css-175oi2r_href,css-9pa8cd_src,css-175oi2r_href_2,css-1jxf684,css-1jxf684_2,css-1jxf684_3,css-175oi2r_href_5,css-175oi2r_href_6,css-1jxf684_4,css-1jxf684_5,css-1jxf684_6,css-1jxf684_8,css-146c3p1_href,css-146c3p1,r-4qtqp9_src
https://x.com/JonieTan16,https://pbs.twimg.com/profile_images/1627325349771223041/kUsjt5Hq_bigger.jpg,https://x.com/JonieTan16,Joni16,@JonieTan16,·,https://x.com/JonieTan16/status/1913169818083299595/analytics,,Mantappp pak,,,95,https://x.com/JonieTan16/status/1913169818083299595,18 Apr,
https://x.com/Kyai_SebrangLor,https://pbs.twimg.com/profile_images/1913372471455252480/IH-Rnj52_bigger.jpg,https://x.com/Kyai_SebrangLor,BUKAN ''TERMUL'',@Kyai_SebrangLor,·,https://x.com/Kyai_SebrangLor/status/1913138694376268271/analytics,,"TRUMP adalah kepanjangan dari ""Trading Unit Mecanical Product"".",,,21,https://x.com/Kyai_SebrangLor/status/1913138694376268271,18 Apr,https://abs-0.twimg.com/emoji/v2/svg/1f601.svg
https://x.com/malekayy,https://pbs.twimg.com/profile_images/1953800343026016256/YzBM9b_K_bigger.jpg,https://x.com/malekayy,malakai,@malekayy,·,https://x.com/malekayy/status/1913425070443401252/analytics,,Nah ini yg harusnya dibilang. Bener pak Sandi,,,45,https://x.com/malekayy/status/1913425070443401252,19 Apr,https://abs-0.twimg.com/emoji/v2/svg/1f426-200d-2b1b.svg
https://x.com/alexisownss,https://pbs.twimg.com/profile_images/1765234795477712896/OIv4I3Mu_bigger.jpg,https://x.com/alexisownss,Janeta Januwidjadi,@alexisownss,·,https://x.com/alexisownss/status/1916233859714453610/analytics,,Iya betul banget! Kita harus dukung produk lokal biar ekonomi makin maju!,,,10,https://x.com/alexisownss/status/1916233859714453610,27 Apr,
https://x.com/caton_chan1456,https://pbs.twimg.com/profile_images/1672907586742665216/1Fz86gDR_bigger.png,https://x.com/caton_chan1456,Chan Caton,@caton_chan1456,·,https://x.com/caton_chan1456/status/1913305093564448915/analytics,,"𝙱𝚊𝚙𝚊𝚔 𝚝𝚞𝚑 𝚘𝚔𝚎 𝚘𝚌𝚎 𝚋𝚊𝚗𝚐𝚎𝚝 
𝚃𝚊𝚙𝚒 𝚔𝚎𝚗𝚊𝚙𝚊 𝚍𝚊𝚗 𝚔𝚎𝚗𝚊𝚙𝚊 𝚓𝚊𝚍𝚒 𝚋𝚎𝚐𝚒𝚗𝚒 𝚋𝚎𝚐𝚒𝚝𝚞 
𝚂𝚊𝚗𝚐𝚊𝚝 𝚍𝚒 𝚜𝚊𝚢𝚊𝚗𝚐 𝚔𝚊𝚗 𝚑𝚊𝚗𝚢𝚊 𝚔𝚊𝚛𝚎𝚗𝚊 𝚙𝚘𝚕𝚒𝚝𝚒𝚔 𝚋𝚎𝚛𝚞𝚋𝚊𝚑",,,38,https://x.com/caton_chan1456/status/1913305093564448915,19 Apr,
https://x.com/FaizalMubarock,https://pbs.twimg.com/profile_images/1178321313103958016/-_Aes76n_bigger.jpg,https://x.com/FaizalMubarock,Faizal Mubarock,@FaizalMubarock,·,https://x.com/FaizalMubarock/status/1913883853401493613/analytics,,"Lah kita org rakyat sederhana dari dulu pake barang lokal,orang kaya aja yang suka beli barang brend luar,",,,33,https://x.com/FaizalMubarock/status/1913883853401493613,20 Apr,https://abs-0.twimg.com/emoji/v2/svg/1f92d.svg
https://x.com/bataksidabutar,https://pbs.twimg.com/profile_images/1919312412014194688/lABn2SI8_bigger.jpg,https://x.com/bataksidabutar,B,@bataksidabutar,·,https://x.com/bataksidabutar/status/1913185340224909641/analytics,,Benar pak,,,113,https://x.com/bataksidabutar/status/1913185340224909641,18 Apr,https://abs-0.twimg.com/emoji/v2/svg/1f44d.svg
https://x.com/thoyibig,https://pbs.twimg.com/profile_images/1921512760468553728/puXA5t4q_bigger.jpg,https://x.com/thoyibig,Talitimba,@thoyibig,·,https://x.com/thoyibig/status/1913198832684536102/analytics,,Bukannya tarif yang diputuskan Trump itu dikenakan untuk barang yang diekspor ke Amerika?,,,95,https://x.com/thoyibig/status/1913198832684536102,18 Apr,
https://x.com/andipadillah7,https://pbs.twimg.com/profile_images/1830434562763317248/WsgHuHYU_bigger.jpg,https://x.com/andipadillah7,andi padillah,@andipadillah7,·,https://x.com/andipadillah7/status/1913809043484971042/analytics,,"Kalau rakyat gak ada yg di takutin pak......
Yg takut itu cuma pemerintah sajaa",,,30,https://x.com/andipadillah7/status/1913809043484971042,20 Apr,
https://x.com/mundhri03180616,https://pbs.twimg.com/profile_images/1562656252093550592/AYaLqBgf_bigger.jpg,https://x.com/mundhri03180616,Wafi Al shadiq,@mundhri03180616,·,https://x.com/mundhri03180616/status/1913253290764386489/analytics,,Beberapa bulan ini pak sandi lebih intens dgn pemerintah.ada kemungkinan bergabung dgn pemerintah ya pak.,,,61,https://x.com/mundhri03180616/status/1913253290764386489,18 Apr,
https://x.com/sebenarhujan,https://pbs.twimg.com/profile_images/1706577628042498048/q8e6aWdV_bigger.jpg,https://x.com/sebenarhujan,nugraha dwitama,@sebenarhujan,·,https://x.com/sebenarhujan/status/1913417442988331106/analytics,,Sayangnya malah smakin tunduk sma kemauan Trump....,,,42,https://x.com/sebenarhujan/status/1913417442988331106,19 Apr,
https://x.com/doelpaten,https://pbs.twimg.com/profile_images/1734501177587572736/5kVTt28s_bigger.jpg,https://x.com/doelpaten,doelpaten,@doelpaten,·,https://x.com/doelpaten/status/1913178901033160706/analytics,,"Memangnya rakyat amrik sdh dapat memenuhi semua kebutuhannya ya?

Kalo belum, dgn menerapkan tarif import yg tinggi, harga2 dlm negeri pasti melonjak, tak perlu digerakkan, rakyat Amerika sendiri yg akan marah kpd Trump",,,108,https://x.com/doelpaten/status/1913178901033160706,18 Apr,
https://x.com/TeaterCikini,https://pbs.twimg.com/profile_images/1933782366423822341/OICBfdjl_bigger.jpg,https://x.com/TeaterCikini,Sanggar Sinara Nusantara,@TeaterCikini,·,https://x.com/TeaterCikini/status/1914570819545784322/analytics,,Bapak,,,17,https://x.com/TeaterCikini/status/1914570819545784322,22 Apr,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg
https://x.com/obedNababaN,https://pbs.twimg.com/profile_images/1095836353080610816/N6FrVwGn_bigger.jpg,https://x.com/obedNababaN,obed nababan,@obedNababaN,·,https://x.com/obedNababaN/status/1913358722166128741/analytics,,Come on lah pak jelas jelas,,,33,https://x.com/obedNababaN/status/1913358722166128741,19 Apr,
https://x.com/woilo_official,https://pbs.twimg.com/profile_images/1887430987245887490/T3UXUKYE_bigger.jpg,https://x.com/woilo_official,Woilo,@woilo_official,·,https://x.com/woilo_official/status/1913137362735157519/analytics,,"Setuju banget, pak! Memang kita harus bangga dan mendukung produk lokal. Karya-karya UMKM seperti jaket kulit Garut itu luar biasa. Dengan membeli produk lokal, kita juga membantu menciptakan lapangan kerja. Semoga makin banyak yang peduli sama produk dalam negeri!",,,142,https://x.com/woilo_official/status/1913137362735157519,18 Apr,https://abs-0.twimg.com/emoji/v2/svg/1f44a.svg
https://x.com/andipadillah7,https://pbs.twimg.com/profile_images/1830434562763317248/WsgHuHYU_bigger.jpg,https://x.com/andipadillah7,andi padillah,@andipadillah7,·,https://x.com/andipadillah7/status/1913809043484971042/analytics,,"Kalau rakyat gak ada yg di takutin pak......
Yg takut itu cuma pemerintah sajaa",30,,,https://x.com/andipadillah7/status/1913809043484971042,20 Apr,
