"x1i10hfl href","xpdipgo src","_ap3a","x1i10hfl href 3","x1ejq31n","x1lliihq","x1lliihq 2","x1lliihq 4","x1lliihq 5"
"https://www.instagram.com/rikaekawati/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/537532444_18530046499041946_4651947240638530576_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHAqfWTpzqiAe8jSHp752uH8MY8EurtWMgrJ6dY8FqeVYl143UAt0l9BMtvIhFNVFY&_nc_ohc=23ineEVBKxoQ7kNvwExDVIm&_nc_gid=c5Xk9p96BWB4r3ylKRfn-w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfV2UrCBNgz7uQBFUcGK5yFSmlsW8kiFndzZVkb8_P7Wpg&oe=68B1A7DA&_nc_sid=10d13b","rikaekawati","https://www.instagram.com/p/CPJw_L2L0Wf/c/17871295217378305/","222 ming","","Balas","",""
"https://www.instagram.com/rikaekawati/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/537532444_18530046499041946_4651947240638530576_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHAqfWTpzqiAe8jSHp752uH8MY8EurtWMgrJ6dY8FqeVYl143UAt0l9BMtvIhFNVFY&_nc_ohc=23ineEVBKxoQ7kNvwExDVIm&_nc_gid=c5Xk9p96BWB4r3ylKRfn-w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfV2UrCBNgz7uQBFUcGK5yFSmlsW8kiFndzZVkb8_P7Wpg&oe=68B1A7DA&_nc_sid=10d13b","rikaekawati","https://www.instagram.com/p/CPJw_L2L0Wf/c/17874634946393510/","222 ming","","Balas","",""
"https://www.instagram.com/jan.jajanplg/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/485435839_540287159104751_6777213820306630595_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=iBg-2mn1kw8Q7kNvwFnN1Nd&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfWlEV7i9pU5zK3AzeqQuTB54Ip4sjD_b_XCsaRHzKd3uw&oe=68B1A7C4&_nc_sid=10d13b","jan.jajanplg","https://www.instagram.com/p/CMEArikD9qC/c/17863282535429791/","233 ming","duhh enakk bgt tuh","Balas","","Lihat terjemahan"
"https://www.instagram.com/infokuliner_jkt/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/272966546_588813665702214_4294849992854730293_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=DM2Fv_qAOJYQ7kNvwEACNnu&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfVQGXTtPIxwfh9M62YwAg7iFY3mDUU6CszZLrxGTKjFKg&oe=68B1CDFB&_nc_sid=10d13b","infokuliner_jkt","https://www.instagram.com/p/CMEArikD9qC/c/17897280766879527/","233 ming","Mau dong 😍","Balas","",""
"https://www.instagram.com/fidnfen/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/343604123_199656059511934_6137570253199825928_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45MDAuZXhwZXJpbWVudGFsIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=veTp_VdNcrkQ7kNvwEZxDvP&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfXVwUmjf9jiYHogcMzZIpUGOKkQtstMu94Cza3zUImqsg&oe=68B1A9BD&_nc_sid=10d13b","fidnfen","https://www.instagram.com/p/CMEArikD9qC/c/17916554203576995/","233 ming","Ini nihhh yang aku cariii 😍","Balas","",""
"https://www.instagram.com/cocopanda.food/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/516472349_18083063644838448_4782045560921856411_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=h4rxxCXsk4sQ7kNvwFQPOgF&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfXRDJDOvrdhQkLl2DnYNIF4qjfX-aLfsbMOx_gHD8DTlg&oe=68B19D1E&_nc_sid=10d13b","cocopanda.food","https://www.instagram.com/p/CMEArikD9qC/c/17896561663887030/","233 ming","Kriuk dan garing nih","Balas","",""
"https://www.instagram.com/kulinerwithabang/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/412784842_3645936889028125_1235730478340692764_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=yZFnHygBnuoQ7kNvwEfQh8A&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfWRqc7oGSwvJqlcRh4M7MBuuHsOpB2UgmiEVNmYxrtzKw&oe=68B1CF92&_nc_sid=10d13b","kulinerwithabang","https://www.instagram.com/p/CMEArikD9qC/c/17893620844906656/","233 ming","Enak enak 🙌😍","Balas","",""
"https://www.instagram.com/meji.meji.meji/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/323117265_935353880766177_5612598618311488781_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MTMuZXhwZXJpbWVudGFsIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=9EFiOGy_MisQ7kNvwFT0_0R&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfVT679HH-scQXpmoLEHwKWx6iM9-HMGsT0B8Y3km8IZow&oe=68B1ABF2&_nc_sid=10d13b","meji.meji.meji","https://www.instagram.com/p/CMEArikD9qC/c/17863111844469730/","233 ming","Woeehh bagi bagi donk😍😍","Balas","",""
"https://www.instagram.com/duniakilla/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/495236189_18513490882011000_7364138975543044567_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=KQ--zNH7l9YQ7kNvwGjCcMj&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfV0STwuuRjxri9k42dpoDsvoPop1sXwXiCtvEgL4eFRSQ&oe=68B1B06E&_nc_sid=10d13b","duniakilla","https://www.instagram.com/p/CMEArikD9qC/c/17902784761761362/","233 ming","Asik uy bs nyemil ini","Balas","",""
"https://www.instagram.com/komunitas_kuliner/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/458639154_1959673994494460_125786265160855213_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MTkuZXhwZXJpbWVudGFsIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=VINZr-R277UQ7kNvwHGWcHA&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfXCmyjS2LA80wQGJ2ID1axdR8EDvwx76DMPaDq6pDVXzQ&oe=68B19D28&_nc_sid=10d13b","komunitas_kuliner","https://www.instagram.com/p/CMEArikD9qC/c/17875821422238432/","233 ming","Waah enak enak","Balas","",""
"https://www.instagram.com/goodfood.plg/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/53709451_1054768384716938_2467668177107025920_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=cRRnMf489WAQ7kNvwF2rsLE&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfXKyUnLsTkHQ434As3ZhZVfvlnKdF6PSW42Y0FdfUz-Xg&oe=68B1A6D4&_nc_sid=10d13b","goodfood.plg","https://www.instagram.com/p/CMEArikD9qC/c/17902914682751061/","233 ming","Wah enak nih cemilannya","Balas","",""
"https://www.instagram.com/makanyubeb/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/278852774_331730859059227_3188753317653156335_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=rXyt7WISFRQQ7kNvwHWp8Up&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfXWFIVSwXwYxSxDjFN0WQRHKmO4KAQeXXnjUwNClxcxbA&oe=68B1B56D&_nc_sid=10d13b","makanyubeb","https://www.instagram.com/p/CMEArikD9qC/c/17905905835734003/","233 ming","paling suka emang cemilan kayak gini","Balas","","Lihat terjemahan"
"https://www.instagram.com/kopisurgawi/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/139946381_400434304381935_7747895120035658603_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=D2YMRYPzQhwQ7kNvwExo4Lw&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfV7QJ8kYir5VT46-nAdAStbbHLpTVdCs46a1jpS4PHgqQ&oe=68B1BEB9&_nc_sid=10d13b","kopisurgawi","https://www.instagram.com/p/CMEArikD9qC/c/18090457513245085/","233 ming","Wah enak banget ini","Balas","","Lihat terjemahan"
"https://www.instagram.com/hauchek_wangbuliao/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/468253325_361327160371036_8384656575132186603_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=ZLd61AI75BsQ7kNvwET11I6&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfXqOG2ifAuZGlFKcubt8Jbuuwo7fFPlhHmSoeBxadZ1MQ&oe=68B1B856&_nc_sid=10d13b","hauchek_wangbuliao","https://www.instagram.com/p/CMEArikD9qC/c/17888354558013779/","233 ming","Cemilan mantap banget ya","Balas","","Lihat terjemahan"
"https://www.instagram.com/klik_khair/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/353615430_1560999224307125_476347373052926893_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=QyGAEABMW-IQ7kNvwHZiI59&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfVZ11dZRji0v7xtHRXHLJ4af94GAUIvMnFj3nCJXH2Xag&oe=68B19DE2&_nc_sid=10d13b","klik_khair","https://www.instagram.com/p/CMEArikD9qC/c/17861431412403586/","233 ming","🔥👏❤️😍","Balas","",""
"https://www.instagram.com/aldrianpraditya/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/478273444_3921791791395932_7296176749696311697_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=jsDbInV4VRgQ7kNvwGqONBG&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfWJ6cq3Qzw5s61sfu3YgDqSkc8jM4rLjwFAW0oUrUuaag&oe=68B1C88F&_nc_sid=10d13b","aldrianpraditya","https://www.instagram.com/p/CMEArikD9qC/c/18066249538263051/","233 ming","Aaaaa mau deh cii","Balas","",""
"https://www.instagram.com/shinta.jajandiary/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/27891349_302810866910062_4195025412771807232_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmV4cGVyaW1lbnRhbCJ9&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFGk6B4faysrm8xdoN2CTrnvP4dkeeV-sCalAVylwV7a03WcHb7uT_IkQopuMusFYA&_nc_ohc=AYVXsTjQq1MQ7kNvwFQPXDA&_nc_gid=ZffJAhd53mdlxN-g8h4kow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfWYyiwqzuWOgdsU_XPqbvyPw5ntBwDS8iq36qc9D_86hg&oe=68B1AAD0&_nc_sid=10d13b","shinta.jajandiary","https://www.instagram.com/p/CMEArikD9qC/c/17884219829078269/","233 ming","Lgsg ikutan pesan via shopee","Balas","",""
